Folder name,Clip Name,DateTime,Temperature,Humidity,Precipitation latest 10 min,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min
20200514,clip_0_1331,14/05/2020 13:31,10,59,0,2.4,289,7.7,845,10
20200514,clip_1_1359,14/05/2020 13:59,10.2,57,0,2.2,281,7.3,603,6.5
20200514,clip_2_1427,14/05/2020 14:27,9.8,60,0,2.3,276,5.4,612,9
20200514,clip_3_1455,14/05/2020 14:55,9.9,53,0,0.8,270,7.1,666,10
20200514,clip_4_1523,14/05/2020 15:23,9.8,50,0,0,279,7.7,579,10
20200514,clip_5_1551,14/05/2020 15:51,9.6,57,0,1.6,282,6.8,504,10
20200514,clip_6_1619,14/05/2020 16:19,8.5,62,0,1.6,275,6,247,3
20200514,clip_7_1647,14/05/2020 16:47,8.7,62,0,1.8,268,5.6,173,0
20200514,clip_8_1715,14/05/2020 17:15,8.4,66,0,2.3,265,4.8,76,0
20200514,clip_9_1743,14/05/2020 17:43,8.3,69,0,3,254,5.4,100,1
20200514,clip_10_1744,14/05/2020 17:44,8.3,69,0,3,254,5.4,100,1
20200514,clip_11_1812,14/05/2020 18:12,7.5,81,0,4.4,260,5,56,0
20200514,clip_12_1840,14/05/2020 18:40,7,85,0,4.6,259,4.2,22,0
20200514,clip_13_1908,14/05/2020 19:08,7.2,81,0,4.2,252,4,8,0
20200514,clip_14_1936,14/05/2020 19:36,6.8,88,0,4.9,250,3.9,1,0
20200514,clip_15_2004,14/05/2020 20:04,6.8,89,0,5.1,252,3.9,0,0
20200514,clip_16_2032,14/05/2020 20:32,6.5,89,0,4.8,257,3.2,0,0
20200514,clip_17_2100,14/05/2020 21:00,6.1,87,0,4.1,259,3.1,0,0
20200514,clip_18_2128,14/05/2020 21:28,6,88,0,4.1,253,3.3,0,0
20200514,clip_19_2156,14/05/2020 21:56,6.2,87,0,4.2,250,2.9,0,0
20200514,clip_20_2224,14/05/2020 22:24,6,89,0,4.3,253,3.2,0,0
20200514,clip_21_2239,14/05/2020 22:39,6,88,0,4.1,262,3.1,0,0
20200514,clip_22_2307,14/05/2020 23:07,5.8,79,0,2.4,275,3.4,0,0
20200514,clip_23_2335,14/05/2020 23:35,5.5,77,0,1.9,274,3.3,0,0
20200515,clip_0_0000,15/05/2020 00:00,5.4,79,0,2.1,277,3,0,0
20200515,clip_1_0018,15/05/2020 00:18,5.3,80,0,2.1,277,2.7,0,0
20200515,clip_2_0046,15/05/2020 00:46,5.7,79,0,2.4,279,3.4,0,0
20200515,clip_3_0114,15/05/2020 01:14,5.7,77,0,1.9,281,4.4,0,0
20200515,clip_4_0142,15/05/2020 01:42,6,78,0,2.4,279,3.2,0,0
20200515,clip_5_0210,15/05/2020 02:10,6.4,76,0,2.5,282,4.3,0,0
20200515,clip_6_0238,15/05/2020 02:38,6.1,76,0,2.1,281,4.3,0,0
20200515,clip_7_0306,15/05/2020 03:06,5.8,76,0,1.8,277,3.7,6,0
20200515,clip_8_0334,15/05/2020 03:34,5.9,74,0,1.6,279,3.6,10,0
20200515,clip_9_0402,15/05/2020 04:02,6.3,74,0,2.1,283,4.2,22,0
20200515,clip_10_0430,15/05/2020 04:30,6.7,75,0,2.5,285,4.5,62,0
20200515,clip_11_0437,15/05/2020 04:37,6.7,75,0,2.6,287,4.3,76,0
20200515,clip_12_0505,15/05/2020 05:05,6.9,76,0,3,290,5.8,101,2
20200515,clip_13_0533,15/05/2020 05:33,7.5,75,0,3.4,282,4.9,254,9
20200515,clip_14_0601,15/05/2020 06:01,8.2,73,0,3.6,288,4.8,350,10
20200515,clip_15_0629,15/05/2020 06:29,8.8,71,0,3.9,284,5.1,424,9.5
20200515,clip_16_0657,15/05/2020 06:57,9.4,69,0,4,287,5.6,453,6.5
20200515,clip_17_0725,15/05/2020 07:25,9.3,73,0,4.6,281,5.1,410,4
20200515,clip_18_0753,15/05/2020 07:53,9.4,73,0,4.7,289,5.4,427,5
20200515,clip_19_0821,15/05/2020 08:21,9.6,72,0,4.9,286,6.1,404,3
20200515,clip_20_0849,15/05/2020 08:49,10.3,67,0,4.5,282,6,692,9.5
20200515,clip_21_0917,15/05/2020 09:17,10.5,64,0,4.1,283,6.4,704,8
20200515,clip_22_0949,15/05/2020 09:49,10,66,0,3.9,284,5.7,402,2.5
20200515,clip_23_1017,15/05/2020 10:17,10.8,66,0,4.8,287,6.3,585,3
20200515,clip_24_1058,15/05/2020 10:58,10.4,66,0,4.4,286,6,539,2.5
20200515,clip_25_1126,15/05/2020 11:26,10.6,64,0,4,295,6.5,623,5
20200515,clip_26_1154,15/05/2020 11:54,11.7,59,0,3.9,287,6.4,876,9.5
20200515,clip_27_1222,15/05/2020 12:22,11.4,58,0,3.5,295,6.5,707,7.5
20200515,clip_28_1250,15/05/2020 12:50,11.9,55,0,3.1,291,6.8,819,10
20200515,clip_29_1318,15/05/2020 13:18,11.3,56,0,2.8,289,8.1,784,10
20200515,clip_30_1346,15/05/2020 13:46,11.2,57,0,3,283,7.4,749,10
20200515,clip_31_1414,15/05/2020 14:14,10.8,60,0,3.3,288,7.2,692,9.5
20200515,clip_32_1442,15/05/2020 14:42,10.8,61,0,3.6,282,6.9,659,10
20200515,clip_33_1509,15/05/2020 15:09,10.6,64,0,4.1,278,7.4,602,10
20200515,clip_34_1537,15/05/2020 15:37,10.4,64,0,4,273,7.1,562,9.5
20200515,clip_35_1605,15/05/2020 16:05,9.4,68,0,3.9,269,6.2,249,0
20200515,clip_36_1633,15/05/2020 16:33,9.2,74,0,4.8,272,6.3,124,0
20200515,clip_37_1701,15/05/2020 17:01,9.2,78,0,5.4,271,6.8,115,0
20200515,clip_38_1729,15/05/2020 17:29,9.2,76,0,5.2,275,6,126,2
20200515,clip_39_1757,15/05/2020 17:57,8.9,76,0,4.9,278,5.8,104,4
20200515,clip_40_1821,15/05/2020 18:21,8.5,79,0,5.2,282,5.2,24,0
20200515,clip_41_1849,15/05/2020 18:49,8.4,79,0,5.1,281,6.3,10,0
20200515,clip_42_1917,15/05/2020 19:17,8.4,80,0,5.1,277,6.1,6,0
20200515,clip_43_1945,15/05/2020 19:45,8.2,77,0,4.4,276,6,1,0
20200515,clip_44_2013,15/05/2020 20:13,8.2,79,0,4.8,270,5.6,0,0
20200515,clip_45_2041,15/05/2020 20:41,8.2,80,0,4.8,266,4.7,0,0
20200515,clip_46_2109,15/05/2020 21:09,7.6,89,0.2,5.8,265,5.6,0,0
20200515,clip_47_2137,15/05/2020 21:37,7.4,93,0,6.4,264,3.9,0,0
20200515,clip_48_2205,15/05/2020 22:05,7.5,91,0,6.2,273,5.4,0,0
20200515,clip_49_2233,15/05/2020 22:33,7.8,88,0,6,272,5.9,0,0
20200515,clip_50_2301,15/05/2020 23:01,7.6,87,0,5.5,283,4.9,0,0
20200515,clip_51_2329,15/05/2020 23:29,7.2,84,0,4.7,284,5.1,0,0
20200515,clip_52_2357,15/05/2020 23:57,7,82,0,4.1,287,5.1,0,0
20200516,clip_0_0000,16/05/2020 00:00,6.9,80,0,3.7,288,5.7,0,0
20200516,clip_1_0028,16/05/2020 00:28,7,81,0,3.9,282,5.4,0,0
20200516,clip_2_0151,16/05/2020 01:51,7.1,79,0,3.8,272,4.5,0,0
20200516,clip_3_0219,16/05/2020 02:19,7.3,81,0,4.2,270,4.5,0,0
20200516,clip_4_0247,16/05/2020 02:47,7.4,83,0,4.7,278,4.2,0,0
20200516,clip_5_0315,16/05/2020 03:15,6.8,85,0,4.4,279,4.1,5,0
20200516,clip_6_0343,16/05/2020 03:43,7,86,0,4.8,275,3.4,7,0
20200516,clip_7_0411,16/05/2020 04:11,6.9,90,0,5.4,275,3.4,13,0
20200516,clip_8_0439,16/05/2020 04:39,7,86,0,4.8,288,4.3,46,0
20200516,clip_9_0507,16/05/2020 05:07,7.2,78,0,3.7,285,4.5,55,0
20200516,clip_10_0535,16/05/2020 05:35,6.9,84,0,4.4,283,3.5,65,0
20200516,clip_11_0603,16/05/2020 06:03,6.5,89,0.1,4.8,277,3.1,38,0
20200516,clip_12_0631,16/05/2020 06:31,6.5,91,0.3,5.2,280,3.2,52,0
20200516,clip_13_0659,16/05/2020 06:59,6.3,88,0,4.5,290,5.2,218,1
20200516,clip_14_0727,16/05/2020 07:27,7.2,83,0,4.5,292,5.4,274,1
20200516,clip_15_0755,16/05/2020 07:55,7.4,80,0,4.2,283,6.1,431,4
20200516,clip_16_0823,16/05/2020 08:23,8.2,78,0,4.6,287,6.6,610,8
20200516,clip_17_0851,16/05/2020 08:51,8.5,71,0,3.5,292,7.8,694,8.5
20200516,clip_18_0755,16/05/2020 07:55,7.4,80,0,4.2,283,6.1,431,4
20200516,clip_19_0823,16/05/2020 08:23,8.2,78,0,4.6,287,6.6,610,8
20200516,clip_20_0851,16/05/2020 08:51,8.5,71,0,3.5,292,7.8,694,8.5
20200516,clip_21_0919,16/05/2020 09:19,8.3,70,0,3.3,281,6.6,604,6
20200516,clip_22_0947,16/05/2020 09:47,8.4,68,0,2.9,287,7.8,768,8
20200516,clip_23_1015,16/05/2020 10:15,8.2,70,0,3,284,7.2,719,6.5
20200516,clip_24_1043,16/05/2020 10:43,8.8,70,0,3.6,283,7.9,788,8.5
20200516,clip_25_1111,16/05/2020 11:11,9.3,64,0,2.9,283,6.3,781,7.5
20200516,clip_26_1139,16/05/2020 11:39,8.7,60,0,1.5,282,7.8,839,8.5
20200516,clip_27_1207,16/05/2020 12:07,8.7,62,0,1.8,278,6.1,394,0
20200516,clip_28_1235,16/05/2020 12:35,6.8,85,0,4.5,279,4.7,350,0
20200516,clip_29_1303,16/05/2020 13:03,8.1,72,0,3.3,279,6.2,718,8.5
20200516,clip_30_1331,16/05/2020 13:31,8.7,59,0,1.1,279,8.7,628,6
20200516,clip_31_1356,16/05/2020 13:56,8.3,62,0,1.4,292,9.3,565,5
20200516,clip_32_1424,16/05/2020 14:24,7.6,69,0,2.2,285,7.9,362,2.5
20200516,clip_33_1438,16/05/2020 14:38,8,65,0,1.8,277,7.8,453,3
20200516,clip_34_1506,16/05/2020 15:06,8.3,64,0,1.8,285,7.6,351,3
20200516,clip_35_1534,16/05/2020 15:34,9,59,0,1.4,273,8.4,546,7
20200516,clip_36_1602,16/05/2020 16:02,8.2,67,0,2.4,283,7.3,184,0
20200516,clip_37_1630,16/05/2020 16:30,8.4,64,0,1.9,275,6.5,257,3.5
20200516,clip_38_1658,16/05/2020 16:58,7.3,74,0,3,296,6,66,0
20200516,clip_39_1726,16/05/2020 17:26,5.9,87,0,4,283,6.1,39,0
20200516,clip_40_1754,16/05/2020 17:54,6.4,84,0,3.9,280,4.5,38,0
20200517,clip_0_0004,17/05/2020 00:04,6.1,73,0,1.6,279,3.7,0,0
20200517,clip_1_0032,17/05/2020 00:32,6.2,76,0,2.4,277,5,0,0
20200517,clip_2_0100,17/05/2020 01:00,6.1,73,0,1.6,283,4.3,0,0
20200517,clip_3_0128,17/05/2020 01:28,6.6,71,0,1.8,284,4.6,0,0
20200517,clip_4_0156,17/05/2020 01:56,6.5,71,0,1.7,279,4.3,0,0
20200517,clip_5_0224,17/05/2020 02:24,6.6,73,0,2.1,277,4.4,0,0
20200517,clip_6_0252,17/05/2020 02:52,5.8,82,0.1,3,284,5.4,1,0
20200517,clip_7_0320,17/05/2020 03:20,5.8,85,0,3.4,277,4,6,0
20200517,clip_8_0348,17/05/2020 03:48,6.2,78,0,2.7,283,4.9,20,0
20200517,clip_9_0413,17/05/2020 04:13,6.5,77,0,2.8,281,4.6,39,0
20200517,clip_10_0441,17/05/2020 04:41,7,76,0,3.1,287,4.9,78,2
20200517,clip_11_0509,17/05/2020 05:09,6.3,85,0,3.9,286,4.9,45,0
20200517,clip_12_0537,17/05/2020 05:37,6.2,90,0,4.8,283,3.7,76,0
20200517,clip_13_0605,17/05/2020 06:05,6.8,92,0,5.6,271,3,136,0
20200517,clip_14_0633,17/05/2020 06:33,7.3,88,0,5.5,278,3.9,134,0
20200517,clip_15_0701,17/05/2020 07:01,7.3,84,0,4.9,287,5.4,88,0
20200517,clip_16_0729,17/05/2020 07:29,7.8,83,0,5,291,4.2,80,0
20200517,clip_17_0757,17/05/2020 07:57,8.7,76,0,4.6,285,7.1,343,1.5
20200517,clip_18_0825,17/05/2020 08:25,9,76,0,5,293,6.8,291,0
20200517,clip_19_0853,17/05/2020 08:53,9.5,73,0,4.8,282,5.9,516,5
20200517,clip_20_0921,17/05/2020 09:21,9.4,74,0,5,281,6,319,0
20200517,clip_21_0949,17/05/2020 09:49,9.3,75,0,5.2,281,6.8,313,0
20200517,clip_22_1017,17/05/2020 10:17,9.1,83,0,6.4,277,5.8,209,0
20200517,clip_23_1045,17/05/2020 10:45,7.8,92,0.3,6.6,288,4.9,231,0
20200517,clip_24_1113,17/05/2020 11:13,8.6,92,0.2,7.4,279,5.3,306,0
20200517,clip_25_1141,17/05/2020 11:41,8.3,86,0,6.2,284,6.1,271,0
20200517,clip_26_1209,17/05/2020 12:09,8.5,83,0,5.7,292,6.6,155,0
20200517,clip_27_1236,17/05/2020 12:36,8.5,87,0,6.4,277,5.5,317,0
20200517,clip_28_1304,17/05/2020 13:04,8.3,83,0,5.6,287,5.6,175,0
20200517,clip_29_1332,17/05/2020 13:32,7.9,90,0,6.4,280,5.4,163,0
20200517,clip_30_1400,17/05/2020 14:00,7.7,89,0,6,282,5.9,136,0
20200517,clip_31_1428,17/05/2020 14:28,7.3,93,0,6.2,287,4.6,88,0
20200517,clip_32_1456,17/05/2020 14:56,7.6,89,0,5.9,273,4.7,154,0
20200517,clip_33_1524,17/05/2020 15:24,7.7,89,0,6,274,4.8,101,0
20200517,clip_34_1552,17/05/2020 15:52,7.4,90,0,5.9,271,4.5,61,0
20200517,clip_35_1620,17/05/2020 16:20,7.6,86,0,5.4,272,4.5,45,0
20200517,clip_36_1648,17/05/2020 16:48,7.3,89,0,5.7,266,4.2,61,0
20200517,clip_37_1716,17/05/2020 17:16,7.3,90,0.1,5.7,270,4,43,0
20200517,clip_38_1744,17/05/2020 17:44,7.4,89,0,5.8,270,3.8,37,0
20200517,clip_39_1812,17/05/2020 18:12,7.5,88,0,5.6,264,3.9,22,0
20200517,clip_40_1840,17/05/2020 18:40,7.3,87,0,5.2,263,4.1,15,0
20200517,clip_41_1908,17/05/2020 19:08,7.3,84,0,4.9,271,4,6,0
20200517,clip_42_1936,17/05/2020 19:36,7.2,82,0,4.3,275,4.3,5,0
20200517,clip_43_2004,17/05/2020 20:04,7.1,83,0,4.3,275,4.6,1,0
20200517,clip_44_2032,17/05/2020 20:32,6.9,80,0,3.7,281,3.8,0,0
20200517,clip_45_2100,17/05/2020 21:00,6.6,81,0,3.5,281,4,0,0
20200517,clip_46_2123,17/05/2020 21:23,6.5,82,0,3.6,283,3.8,0,0
20200517,clip_47_2151,17/05/2020 21:51,6.2,86,0,4.1,276,3.6,0,0
20200517,clip_48_2219,17/05/2020 22:19,6.2,85,0,3.8,294,2.5,0,0
20200517,clip_49_2247,17/05/2020 22:47,6,86,0,3.9,278,3.1,0,0
20200517,clip_50_2315,17/05/2020 23:15,5.9,88,0,4.1,279,3.4,0,0
20200517,clip_51_2343,17/05/2020 23:43,5.7,88,0,3.8,294,3,0,0
20200518,clip_0_0000,18/05/2020 00:00,5.4,89,0,3.7,287,2.9,0,0
20200518,clip_1_0028,18/05/2020 00:28,5.7,89,0,4,285,2.9,0,0
20200518,clip_2_0056,18/05/2020 00:56,5.5,89,0,3.8,291,3.1,0,0
